_H:	|Run	|Epoch	#SSE	#AvgSSE	#PctErr	#PctCor	#PctNameErr	#CosDiff	#PerTrlMSec	#OrthoCode ActAvg	#Hidden ActAvg
_D:	0	265	0.04251	0.0003036	0.01355	0.9864	0.01162	0.9129	26.76	0.1014	0.1145
_D:	0	266	0.07394	0.0005281	0.01404	0.986	0.01204	1.033	30.31	0.09966	0.1134
_D:	0	267	0.0345	0.0002464	0.01155	0.9885	0.008662	0.9579	27.99	0.0996	0.1134
_D:	0	268	0.06835	0.0004882	0.01659	0.9834	0.01073	1.011	29.62	0.09866	0.1138
_D:	0	269	0.035	0.00025	0.01438	0.9856	0.01151	0.9809	28.71	0.09973	0.1137
_D:	0	270	0.05217	0.0003727	0.01773	0.9823	0.01356	1.085	31.78	0.09967	0.1141
_D:	0	271	0.06246	0.0004461	0.01826	0.9817	0.01217	0.9699	28.45	0.09992	0.114
_D:	0	272	0.06834	0.0004882	0.01967	0.9803	0.009833	0.9667	28.29	0.1009	0.1141
_D:	0	273	0.05208	0.000372	0.01036	0.9896	0.00829	1.052	30.83	0.1007	0.1138
_D:	0	274	0.06505	0.0004647	0.02187	0.9781	0.01789	0.9566	28.22	0.1003	0.1134
_D:	0	275	0.05984	0.0004274	0.01393	0.9861	0.01095	0.9985	29.45	0.09975	0.1135
_D:	0	276	0.05578	0.0003985	0.02429	0.9757	0.01316	1.015	29.9	0.09893	0.1132
_D:	0	277	0.03092	0.0002208	0.01397	0.986	0.006986	0.9844	28.82	0.1007	0.1136
_D:	0	278	0.06259	0.0004471	0.02231	0.9777	0.0142	1.013	29.93	0.1012	0.1138
_D:	0	279	0.05906	0.0004218	0.01598	0.984	0.01099	0.9825	28.88	0.1001	0.1138
_D:	0	280	0.07324	0.0005231	0.01542	0.9846	0.01233	1.026	30.13	0.1007	0.114
_D:	0	281	0.06692	0.000478	0.01921	0.9808	0.01387	1.036	30.52	0.09983	0.1136
_D:	0	282	0.09173	0.0006552	0.02296	0.977	0.01775	0.9745	28.91	0.09967	0.114
_D:	0	283	0.05946	0.0004247	0.01608	0.9839	0.009045	0.9603	28.39	0.09818	0.1134
_D:	0	284	0.03054	0.0002182	0.01497	0.985	0.00998	0.9914	29.08	0.09913	0.1135
_D:	0	285	0.08553	0.000611	0.0222	0.9778	0.01797	1.056	31.11	0.09924	0.1134
_D:	0	286	0.05728	0.0004092	0.01653	0.9835	0.01136	0.9748	29.04	0.1009	0.1139
_D:	0	287	0.06333	0.0004523	0.01535	0.9846	0.01228	0.9881	29.06	0.09941	0.1131
_D:	0	288	0.02522	0.0001801	0.01151	0.9885	0.005753	0.9353	27.47	0.09967	0.1133
_D:	0	289	0.09595	0.0006854	0.0199	0.9801	0.0178	1.088	32.01	0.0992	0.1136
_D:	0	290	0.03657	0.0002612	0.01503	0.985	0.008016	0.9552	28.01	0.1002	0.1134
_D:	0	291	0.04329	0.0003092	0.01107	0.9889	0.008048	1.002	29.84	0.09938	0.1135
_D:	0	292	0.05721	0.0004086	0.01639	0.9836	0.01332	1.016	30.24	0.09953	0.1134
_D:	0	293	0.04016	0.0002869	0.01024	0.9898	0.008188	0.997	29.3	0.1006	0.1135
_D:	0	294	0.04586	0.0003276	0.01651	0.9835	0.01238	1.006	29.42	0.1011	0.114
_D:	0	295	0.06645	0.0004747	0.01434	0.9857	0.01025	0.99	28.99	0.1004	0.1135
_D:	0	296	0.05263	0.0003759	0.01816	0.9818	0.01052	0.9308	27.22	0.09947	0.1138
_D:	0	297	0.06315	0.0004511	0.02383	0.9762	0.01887	1.036	30.35	0.1023	0.1139
_D:	0	298	0.07144	0.0005103	0.01798	0.982	0.01399	1.003	29.35	0.09873	0.1134
_D:	0	299	0.05043	0.0003602	0.01947	0.9805	0.0123	1.023	30.09	0.1007	0.1132
_D:	0	300	0.04845	0.000346	0.01308	0.9869	0.008048	0.9798	28.95	0.1009	0.1138
_D:	0	301	0.05159	0.0003685	0.01236	0.9876	0.008239	1.021	30	0.1006	0.1141
_D:	0	302	0.1139	0.0008135	0.02842	0.9716	0.01789	1.018	29.86	0.1003	0.1137
_D:	0	303	0.04523	0.0003231	0.01939	0.9806	0.01327	0.9673	28.29	0.1003	0.1139
_D:	0	304	0.06743	0.0004817	0.0152	0.9848	0.01418	0.9902	28.97	0.09876	0.1134
_D:	0	305	0.04601	0.0003286	0.01668	0.9833	0.009385	1.027	30	0.1018	0.1139
_D:	0	306	0.05613	0.000401	0.0172	0.9828	0.0129	1.029	30.1	0.1001	0.1139
_D:	0	307	0.03501	0.0002501	0.01339	0.9866	0.01133	0.956	27.94	0.09862	0.114
_D:	0	308	0.07466	0.0005333	0.02187	0.9781	0.01458	1.008	29.5	0.09827	0.1135
_D:	0	309	0.08293	0.0005924	0.01577	0.9842	0.01262	1.006	29.46	0.0998	0.114
_D:	0	310	0.02285	0.0001632	0.007984	0.992	0.00499	0.9479	27.79	0.1002	0.1134
_D:	0	311	0.05342	0.0003815	0.01245	0.9876	0.01141	1.037	30.47	0.1009	0.114
_D:	0	312	0.0578	0.0004129	0.01839	0.9816	0.01226	0.9822	28.71	0.1009	0.1137
_D:	0	313	0.04843	0.0003459	0.01275	0.9872	0.01169	1.038	30.31	0.09988	0.1135
_D:	0	314	0.04316	0.0003083	0.01521	0.9848	0.01116	0.9524	27.8	0.1009	0.1136
_D:	0	315	0.03801	0.0002715	0.01194	0.9881	0.008955	0.9792	28.62	0.1004	0.1138
_D:	0	316	0.05296	0.0003783	0.01439	0.9856	0.00925	1.031	30.12	0.09887	0.1138
_D:	0	317	0.05751	0.0004108	0.0152	0.9848	0.01216	0.9833	28.85	0.1018	0.1139
_D:	0	318	0.09602	0.0006858	0.02218	0.9778	0.01795	1.039	30.38	0.1002	0.1139
_D:	0	319	0.06704	0.0004788	0.01534	0.9847	0.01431	0.9656	28.25	0.09753	0.1135
_D:	0	320	0.0216	0.0001543	0.01399	0.986	0.009688	1.051	30.7	0.1017	0.1139
_D:	0	321	0.05493	0.0003924	0.01242	0.9876	0.01035	0.9592	28.05	0.1003	0.1136
_D:	0	322	0.0517	0.0003693	0.01493	0.9851	0.01386	1.028	30.1	0.1006	0.114
_D:	0	323	0.04007	0.0002862	0.01358	0.9864	0.009699	0.9079	26.62	0.09966	0.1139
_D:	0	324	0.03607	0.0002577	0.01735	0.9827	0.0102	1.05	30.75	0.1015	0.1141
_D:	0	325	0.03575	0.0002553	0.01106	0.9889	0.00804	0.9832	29.35	0.104	0.1145
_D:	0	326	0.05527	0.0003948	0.01281	0.9872	0.009605	1.059	31.44	0.1009	0.1141
_D:	0	327	0.04681	0.0003344	0.01182	0.9882	0.01084	0.921	27.11	0.1006	0.1137
_D:	0	328	0.06796	0.0004854	0.01815	0.9819	0.01512	1.02	29.83	0.1005	0.1141
_D:	0	329	0.02713	0.0001938	0.01403	0.986	0.009018	0.9925	28.98	0.1001	0.114
_D:	0	330	0.03288	0.0002349	0.01455	0.9854	0.009356	1.036	30.27	0.1009	0.1139
_D:	0	331	0.03645	0.0002603	0.01789	0.9821	0.01093	0.9544	28.12	0.1005	0.1141
_D:	0	332	0.07912	0.0005652	0.01893	0.9811	0.01472	1.055	30.86	0.1026	0.1146
_D:	0	333	0.07038	0.0005027	0.01505	0.985	0.01204	0.951	27.79	0.1019	0.114
_D:	0	334	0.04092	0.0002923	0.01567	0.9843	0.01149	1.04	30.34	0.1008	0.114
_D:	0	335	0.06401	0.0004572	0.01168	0.9883	0.009737	0.9292	27.19	0.09931	0.1135
_D:	0	336	0.04993	0.0003566	0.01355	0.9864	0.01065	0.9921	28.96	0.1011	0.1138
_D:	0	337	0.06912	0.0004937	0.01728	0.9827	0.01423	1.047	30.66	0.09996	0.1139
_D:	0	338	0.06978	0.0004984	0.01844	0.9816	0.01332	1.005	29.4	0.1016	0.1139
_D:	0	339	0.01589	0.0001135	0.009605	0.9904	0.005336	1.041	30.4	0.103	0.1139
_D:	0	340	0.02884	0.000206	0.009128	0.9909	0.006085	0.9488	27.67	0.09994	0.1132
_D:	0	341	0.03278	0.0002342	0.01276	0.9872	0.006869	0.966	28.27	0.09893	0.1132
_D:	0	342	0.06121	0.0004372	0.01752	0.9825	0.01314	1.113	32.54	0.1	0.1134
_D:	0	343	0.05461	0.00039	0.01271	0.9873	0.008475	0.9648	28.15	0.1014	0.1139
_D:	0	344	0.03182	0.0002273	0.01237	0.9876	0.01134	0.9716	28.38	0.09907	0.1132
_D:	0	345	0.02914	0.0002081	0.01329	0.9867	0.00818	0.9903	28.91	0.1013	0.1145
_D:	0	346	0.04427	0.0003162	0.013	0.987	0.009	0.976	28.38	0.1005	0.1138
_D:	0	347	0.0371	0.000265	0.01691	0.9831	0.01057	1.055	30.76	0.1019	0.1141
_D:	0	348	0.06446	0.0004605	0.01629	0.9837	0.009772	1.024	29.92	0.1018	0.1143
_D:	0	349	0.01609	0.0001149	0.007056	0.9929	0.00504	0.9273	27.07	0.1022	0.1144
_D:	0	350	0.04266	0.0003047	0.008016	0.992	0.007014	0.992	28.96	0.1014	0.114
_D:	0	351	0.04457	0.0003183	0.0132	0.9868	0.01117	1.011	29.52	0.1018	0.1142
_D:	0	352	0.03379	0.0002413	0.01488	0.9851	0.007937	0.9755	28.71	0.1018	0.1137
_D:	0	353	0.006556	4.683e-05	0.003282	0.9967	0.001094	1.102	32.19	0.1015	0.1141
_D:	0	354	0.04185	0.0002989	0.01386	0.9861	0.01173	0.9724	28.55	0.09884	0.1134
_D:	0	355	0.07885	0.0005632	0.01998	0.98	0.01367	0.9831	28.69	0.1023	0.1145
_D:	0	356	0.04543	0.0003245	0.01411	0.9859	0.01008	0.9566	27.96	0.09974	0.1137
_D:	0	357	0.09722	0.0006944	0.01807	0.9819	0.01506	0.9923	28.99	0.09999	0.1132
_D:	0	358	0.01484	0.000106	0.007056	0.9929	0.00504	1.003	29.28	0.09928	0.1136
_D:	0	359	0.04231	0.0003022	0.01322	0.9868	0.01017	1.007	29.58	0.1015	0.1134
_D:	0	360	0.02971	0.0002122	0.01107	0.9889	0.01006	0.9874	28.98	0.09979	0.1142
_D:	0	361	0.04243	0.0003031	0.01394	0.9861	0.008964	0.9881	28.85	0.101	0.1134
_D:	0	362	0.1078	0.0007697	0.01834	0.9817	0.01726	1.079	31.53	0.09975	0.114
_D:	0	363	0.03694	0.0002638	0.01314	0.9869	0.0091	0.9356	27.34	0.1002	0.1139
_D:	0	364	0.01802	0.0001287	0.0112	0.9888	0.007128	1.006	29.73	0.1016	0.1139
_D:	0	365	0.03818	0.0002727	0.01564	0.9844	0.01173	0.9581	28.28	0.1015	0.1136
_D:	0	366	0.04136	0.0002954	0.01279	0.9872	0.009595	1.089	31.74	0.1015	0.1137
_D:	0	367	0.04233	0.0003024	0.01099	0.989	0.006993	0.9351	27.3	0.1003	0.1138
_D:	0	368	0.04094	0.0002924	0.01333	0.9867	0.008571	0.9514	27.71	0.09968	0.1142
_D:	0	369	0.03147	0.0002248	0.01619	0.9838	0.008097	1.061	30.93	0.1011	0.1147
_D:	0	370	0.03055	0.0002182	0.0127	0.9873	0.008466	1.044	30.66	0.09883	0.113
_D:	0	371	0.02658	0.0001898	0.008163	0.9918	0.005102	0.9628	28.08	0.1023	0.1139
_D:	0	372	0.03168	0.0002263	0.01119	0.9888	0.007121	0.9954	28.98	0.09897	0.1136
_D:	0	373	0.05631	0.0004022	0.01433	0.9857	0.01228	1.004	29.28	0.1014	0.1144
_D:	0	374	0.046	0.0003286	0.009544	0.9905	0.006363	1.034	30.21	0.1009	0.1144
_D:	0	375	0.05986	0.0004276	0.01533	0.9847	0.01149	0.9008	26.28	0.1011	0.1143
_D:	0	376	0.1029	0.0007352	0.01951	0.9805	0.01437	1.068	31.24	0.1	0.1139
_D:	0	377	0.05336	0.0003812	0.01322	0.9868	0.01221	0.9886	28.88	0.1017	0.1143
_D:	0	378	0.03717	0.0002655	0.01403	0.986	0.009018	0.9832	28.66	0.1022	0.1139
_D:	0	379	0.02965	0.0002118	0.01572	0.9843	0.009434	1.044	30.47	0.1007	0.1141
_D:	0	380	0.01132	8.083e-05	0.008973	0.991	0.004985	0.9502	27.74	0.1007	0.1141
_D:	0	381	0.04211	0.0003008	0.01186	0.9881	0.009881	0.9892	28.84	0.09924	0.1136
_D:	0	382	0.04137	0.0002955	0.0207	0.9793	0.01139	1.046	30.53	0.09898	0.1137
_D:	0	383	0.07969	0.0005692	0.0184	0.9816	0.01329	0.9846	28.73	0.09893	0.1136
_D:	0	384	0.08479	0.0006056	0.01679	0.9832	0.01469	1.023	29.96	0.1026	0.1138
_D:	0	385	0.02462	0.0001758	0.007028	0.993	0.006024	0.9555	28	0.1006	0.1137
_D:	0	386	0.06116	0.0004369	0.01787	0.9821	0.0139	0.9865	28.89	0.1012	0.1138
_D:	0	387	0.03249	0.0002321	0.01424	0.9858	0.008138	1.023	29.95	0.09991	0.1137
_D:	0	388	0.04888	0.0003491	0.01283	0.9872	0.007487	1.049	30.64	0.1021	0.1139
_D:	0	389	0.05428	0.0003877	0.0136	0.9864	0.01151	0.9757	28.47	0.1024	0.1143
_D:	0	390	0.06064	0.0004331	0.0161	0.9839	0.01408	0.9591	27.96	0.1014	0.1142
_D:	0	391	0.06615	0.0004725	0.02132	0.9787	0.01827	1.006	29.34	0.1013	0.1138
_D:	0	392	0.01468	0.0001049	0.006903	0.9931	0.005917	0.9704	28.13	0.101	0.1143
_D:	0	393	0.01646	0.0001176	0.01045	0.9896	0.008359	1.058	30.7	0.1028	0.1141
_D:	0	394	0.02344	0.0001674	0.007231	0.9928	0.005165	0.9872	28.77	0.1021	0.114
_D:	0	395	0.03952	0.0002823	0.012	0.988	0.005	0.9662	28.02	0.1018	0.114
_D:	0	396	0.02837	0.0002026	0.00611	0.9939	0.004073	1.017	29.57	0.1007	0.114
_D:	0	397	0.03973	0.0002838	0.01311	0.9869	0.006557	1.071	31.18	0.1016	0.1138
_D:	0	398	0.04954	0.0003538	0.01157	0.9884	0.01052	0.96	28	0.1022	0.1137
_D:	0	399	0.05514	0.0003938	0.01688	0.9831	0.01477	1.001	29.18	0.1027	0.1146
