|Run	|Epoch	#PerTrlMSec	#FillSSE	#FillAvgSSE	#FillPctErr	#FillPctCor	#FillCosDiff	#InpSSE	#InpAvgSSE	#InpPctErr	#InpPctCor	#InpCosDiff	#UnAmbFillErr	#AmbFillErr	#CurQFillErr	#RevQFillErr	#UnAmbFillSSE	#AmbFillSSE	#CurQFillSSE	#RevQFillSSE	#UnAmbFillCosDiff	#AmbFillCosDiff	#CurQFillCosDiff	#RevQFillCosDiff	#Encode ActAvg	#Encode Hog	#Encode Dead	#EncodeCT ActAvg	#EncodeCT Hog	#EncodeCT Dead	#Gestalt ActAvg	#Gestalt Hog	#Gestalt Dead	#GestaltCT ActAvg	#GestaltCT Hog	#GestaltCT Dead	#Decode ActAvg	#Decode Hog	#Decode Dead
0	56	13.42	0.4109	0.00747	0.2544	0.7456	0.763	0.2738	0.005476	0.3143	0.6857	0.6305	0.1709	0.2881	0.13	0.3477	0.2645	0.4781	0.2123	0.5586	0.8412	0.7311	0.8829	0.6709	0.2089	0.09722	0	0.1074	0.07639	0.1806	0.05428	0.006944	0.375	0.03385	0	0.1111	0.1475	0	0.01389
0	57	13.06	0.4415	0.008026	0.2717	0.7283	0.7433	0.2523	0.005046	0.2994	0.7006	0.6513	0.1492	0.3262	0.16	0.3443	0.2321	0.5395	0.2747	0.5408	0.8682	0.6835	0.8465	0.6777	0.2087	0.0625	0	0.1077	0.09722	0.1736	0.05371	0.006944	0.3264	0.03411	0	0.08333	0.1466	0	0.01389
0	58	13.31	0.4041	0.007347	0.2579	0.7421	0.7547	0.2715	0.00543	0.3154	0.6846	0.6378	0.1607	0.2826	0.138	0.3453	0.2326	0.4578	0.2189	0.5376	0.8472	0.7312	0.8731	0.6661	0.2074	0.09028	0	0.1077	0.08333	0.1597	0.05464	0.006944	0.3264	0.03415	0	0.1319	0.1469	0	0.01389
0	59	13.27	0.3747	0.006812	0.2371	0.7629	0.777	0.2694	0.005388	0.3244	0.6756	0.6421	0.1551	0.2738	0.118	0.3275	0.2405	0.4378	0.1939	0.508	0.8536	0.7431	0.8855	0.6965	0.2079	0.08333	0	0.1077	0.09028	0.1875	0.05319	0.006944	0.3194	0.03421	0	0.125	0.1472	0	0.01389
0	60	13.57	0.4337	0.007886	0.2684	0.7316	0.7418	0.2851	0.005702	0.3315	0.6685	0.6272	0.1955	0.2809	0.146	0.3564	0.3079	0.462	0.2499	0.5581	0.8159	0.7256	0.8578	0.6592	0.2075	0.07639	0	0.1076	0.07639	0.1736	0.05322	0	0.3472	0.03417	0	0.08333	0.1469	0	0.01389
0	61	13.19	0.4665	0.008481	0.2861	0.7139	0.7221	0.284	0.00568	0.3292	0.6708	0.6274	0.1435	0.3548	0.142	0.3974	0.2213	0.5902	0.2356	0.6429	0.8616	0.6544	0.8643	0.6112	0.2081	0.09722	0	0.1076	0.09028	0.1806	0.05442	0.02083	0.3333	0.03389	0	0.09722	0.1472	0	0.01389
0	62	13.51	0.4016	0.007301	0.2541	0.7459	0.7666	0.2793	0.005586	0.3244	0.6756	0.6267	0.2038	0.2413	0.128	0.3504	0.3076	0.3917	0.2129	0.5401	0.8285	0.7671	0.8832	0.6772	0.2068	0.07639	0	0.1079	0.08333	0.1597	0.05416	0.01389	0.3681	0.03418	0	0.08333	0.1465	0	0.01389
0	63	13.75	0.3874	0.007043	0.2468	0.7532	0.7713	0.2922	0.005845	0.336	0.664	0.6226	0.1353	0.3052	0.126	0.3385	0.2003	0.4913	0.2072	0.5191	0.8809	0.7107	0.8838	0.6856	0.208	0.09722	0	0.1076	0.08333	0.1806	0.05427	0.02083	0.3472	0.03388	0	0.09028	0.148	0	0.01389
0	64	13.04	0.4021	0.007311	0.2557	0.7443	0.7595	0.2903	0.005806	0.3337	0.6663	0.6231	0.1586	0.2761	0.138	0.341	0.2397	0.4411	0.2255	0.5255	0.8654	0.7299	0.8705	0.6789	0.2087	0.1181	0	0.1076	0.08333	0.2083	0.05414	0.006944	0.4097	0.03389	0	0.08333	0.1481	0	0.01389
0	65	13.25	0.4209	0.007653	0.2576	0.7424	0.7602	0.2553	0.005105	0.3004	0.6996	0.6578	0.1608	0.2916	0.156	0.3214	0.2584	0.4806	0.2648	0.5127	0.8576	0.7218	0.8552	0.7002	0.2082	0.09028	0	0.1078	0.07639	0.1875	0.05391	0.006944	0.3403	0.03378	0	0.1042	0.1478	0	0.01389
0	66	13.32	0.4117	0.007486	0.2598	0.7402	0.7588	0.2586	0.005171	0.3012	0.6988	0.6493	0.1613	0.3061	0.134	0.3537	0.2546	0.4862	0.2224	0.5478	0.8495	0.7166	0.8734	0.6744	0.2071	0.08333	0	0.1081	0.08333	0.1528	0.05418	0.006944	0.2917	0.03441	0	0.1111	0.1459	0	0.006944
0	67	13.03	0.3998	0.007269	0.2535	0.7465	0.76	0.2696	0.005392	0.3166	0.6834	0.6409	0.1641	0.2886	0.12	0.3577	0.2528	0.4616	0.2017	0.5486	0.8489	0.7223	0.8851	0.663	0.2072	0.06944	0	0.1081	0.07639	0.1597	0.05377	0.006944	0.3056	0.03429	0	0.08333	0.147	0	0.006944
0	68	13.8	0.4115	0.007482	0.2528	0.7472	0.7554	0.2682	0.005365	0.3095	0.6905	0.6417	0.1247	0.3365	0.152	0.3165	0.1851	0.5677	0.2582	0.5013	0.8842	0.6689	0.8495	0.6981	0.2067	0.06944	0	0.1086	0.07639	0.1736	0.0541	0	0.3472	0.03457	0	0.125	0.1455	0	0
0	69	27.8	0.4135	0.007518	0.2623	0.7377	0.7593	0.2899	0.005798	0.3382	0.6618	0.6261	0.157	0.3087	0.14	0.3511	0.2421	0.492	0.2161	0.5594	0.8612	0.7115	0.8787	0.6686	0.2086	0.08333	0	0.1078	0.09722	0.1667	0.05369	0.006944	0.3472	0.03427	0	0.125	0.146	0	0
0	70	13.15	0.3945	0.007174	0.2431	0.7569	0.7712	0.2666	0.005332	0.3031	0.6969	0.6442	0.1422	0.2953	0.14	0.3122	0.2209	0.4901	0.2307	0.5023	0.8707	0.717	0.8698	0.7041	0.2082	0.08333	0	0.1085	0.09722	0.1458	0.05494	0.006944	0.3333	0.03428	0	0.125	0.1454	0	0.006944
0	71	13.04	0.3678	0.006688	0.2229	0.7771	0.7827	0.264	0.005279	0.3054	0.6946	0.651	0.1293	0.2926	0.106	0.3147	0.2102	0.4871	0.1782	0.5151	0.8734	0.7154	0.8997	0.6892	0.2092	0.09028	0	0.1082	0.09722	0.1528	0.05439	0.006944	0.3056	0.03413	0	0.1319	0.1467	0	0.006944
0	72	13.04	0.4274	0.007772	0.2709	0.7291	0.748	0.289	0.00578	0.3292	0.6708	0.6254	0.1557	0.3295	0.136	0.3744	0.2291	0.5373	0.2293	0.5719	0.864	0.6841	0.8658	0.6616	0.2088	0.08333	0	0.109	0.08333	0.1875	0.05421	0.006944	0.3403	0.03418	0	0.125	0.1469	0	0.006944
0	73	12.78	0.3793	0.006896	0.2354	0.7646	0.7805	0.2806	0.005612	0.3303	0.6697	0.6259	0.1495	0.2713	0.116	0.3282	0.2306	0.4476	0.1945	0.5189	0.8682	0.7391	0.8913	0.6947	0.2088	0.09722	0	0.109	0.09028	0.1458	0.05459	0.01389	0.3333	0.03441	0	0.1111	0.1482	0	0.006944
0	74	12.87	0.4201	0.007637	0.2535	0.7465	0.7553	0.2726	0.005452	0.318	0.682	0.6357	0.1356	0.3254	0.114	0.3664	0.2103	0.5555	0.1957	0.5986	0.8755	0.6787	0.8879	0.6489	0.2063	0.09028	0	0.1085	0.06944	0.1667	0.05372	0.006944	0.3472	0.03414	0	0.1319	0.1465	0	0.006944
0	75	12.9	0.3764	0.006843	0.2317	0.7683	0.7831	0.279	0.005579	0.3143	0.6857	0.6357	0.157	0.2545	0.112	0.3249	0.2569	0.4113	0.1852	0.5235	0.8538	0.7612	0.8962	0.6947	0.2084	0.1042	0	0.1089	0.07639	0.1458	0.05411	0.006944	0.3125	0.03433	0	0.1111	0.1467	0	0.006944
0	76	12.83	0.3974	0.007226	0.2421	0.7579	0.7669	0.2766	0.005532	0.3281	0.6719	0.6354	0.1294	0.3043	0.128	0.3257	0.2151	0.4967	0.216	0.5271	0.8708	0.7119	0.8782	0.6847	0.2078	0.09028	0	0.1087	0.07639	0.1597	0.05379	0.01389	0.3681	0.03435	0	0.1042	0.146	0	0.01389
0	77	12.91	0.319	0.0058	0.1995	0.8005	0.813	0.2455	0.004911	0.283	0.717	0.6607	0.1067	0.2703	0.092	0.2868	0.1628	0.4427	0.153	0.451	0.9037	0.7416	0.9106	0.7353	0.2089	0.08333	0	0.1087	0.0625	0.1458	0.05388	0.006944	0.4028	0.03404	0	0.09722	0.1473	0.006944	0.01389
0	78	12.77	0.4313	0.007841	0.2563	0.7437	0.7516	0.2612	0.005223	0.2904	0.7096	0.6502	0.1336	0.3294	0.142	0.3367	0.22	0.5596	0.2428	0.5617	0.8719	0.6791	0.8622	0.6739	0.2071	0.07639	0	0.11	0.07639	0.1389	0.05463	0.006944	0.3125	0.03437	0	0.07639	0.1469	0	0.01389
0	79	12.92	0.3999	0.00727	0.2491	0.7509	0.7611	0.2771	0.005542	0.3061	0.6939	0.6366	0.1679	0.2629	0.124	0.3443	0.2578	0.4314	0.2103	0.5386	0.841	0.7461	0.8786	0.6729	0.208	0.07639	0	0.1091	0.07639	0.1458	0.05361	0	0.3681	0.03407	0	0.0625	0.145	0	0.01389
0	80	12.8	0.4297	0.007813	0.268	0.732	0.7364	0.2829	0.005658	0.33	0.67	0.6299	0.1444	0.3056	0.144	0.3581	0.2178	0.4999	0.246	0.5547	0.8662	0.6935	0.8552	0.652	0.2073	0.1042	0	0.1091	0.08333	0.1528	0.05349	0	0.3403	0.0342	0	0.09722	0.1468	0	0.006944
0	81	12.88	0.3604	0.006552	0.2198	0.7802	0.7944	0.2666	0.005331	0.3259	0.6741	0.6442	0.1416	0.2535	0.114	0.298	0.2229	0.4255	0.1863	0.4891	0.8738	0.7562	0.9	0.713	0.2078	0.0625	0	0.1099	0.07639	0.1528	0.05393	0.01389	0.3403	0.03414	0	0.08333	0.1451	0	0.006944
0	82	12.81	0.3831	0.006965	0.2348	0.7652	0.776	0.2711	0.005422	0.315	0.685	0.6485	0.1176	0.2794	0.126	0.3138	0.1817	0.4638	0.2166	0.4977	0.8898	0.7319	0.8758	0.7059	0.2095	0.1042	0	0.1093	0.07639	0.1806	0.05435	0.01389	0.3403	0.03422	0	0.09722	0.145	0	0.006944
0	83	12.87	0.3651	0.006639	0.2259	0.7741	0.7847	0.2608	0.005216	0.2995	0.7005	0.6475	0.1474	0.2528	0.12	0.3041	0.2325	0.4143	0.1962	0.4887	0.8622	0.7564	0.8866	0.7088	0.2072	0.09028	0	0.1103	0.08333	0.1528	0.05392	0.01389	0.3611	0.03446	0	0.08333	0.1451	0	0.006944
0	84	12.95	0.3918	0.007124	0.2367	0.7633	0.7713	0.2389	0.004779	0.273	0.727	0.6662	0.141	0.3128	0.118	0.3282	0.2277	0.5262	0.2038	0.5324	0.8674	0.6924	0.8811	0.6892	0.2061	0.06944	0	0.11	0.07639	0.1319	0.0548	0.006944	0.3472	0.03427	0	0.1042	0.1466	0	0.006944
0	85	12.91	0.3415	0.006209	0.208	0.792	0.8041	0.2511	0.005022	0.2784	0.7216	0.6654	0.1171	0.2785	0.104	0.2864	0.177	0.4782	0.1727	0.4676	0.8952	0.7303	0.9065	0.7248	0.209	0.09028	0	0.1092	0.06944	0.1319	0.05438	0.01389	0.3194	0.03407	0	0.125	0.1469	0	0.006944
0	86	12.97	0.416	0.007563	0.2535	0.7465	0.7612	0.2785	0.00557	0.3203	0.6797	0.6416	0.1293	0.3287	0.14	0.3333	0.2066	0.5455	0.2321	0.5441	0.8832	0.6848	0.8637	0.6914	0.2079	0.1181	0	0.1093	0.08333	0.1458	0.05459	0	0.3472	0.03426	0	0.1111	0.1464	0	0.006944
0	87	13.15	0.3822	0.006948	0.2355	0.7645	0.7762	0.2758	0.005517	0.3098	0.6902	0.6439	0.1512	0.2715	0.132	0.3071	0.2363	0.4502	0.2251	0.4845	0.8596	0.7385	0.8723	0.711	0.2071	0.06944	0	0.1103	0.06944	0.125	0.05423	0	0.3333	0.03478	0	0.09028	0.1459	0	0.006944
0	88	13.05	0.4573	0.008315	0.2749	0.7251	0.7335	0.2819	0.005637	0.3225	0.6775	0.6286	0.1452	0.3348	0.162	0.3486	0.2412	0.5573	0.2728	0.5758	0.858	0.6766	0.8414	0.664	0.2082	0.07639	0	0.1099	0.07639	0.1181	0.05394	0	0.3472	0.0345	0	0.0625	0.1473	0	0.01389
0	89	13.02	0.3857	0.007012	0.2364	0.7636	0.7772	0.2762	0.005524	0.3019	0.6981	0.64	0.1291	0.2839	0.13	0.312	0.2014	0.4716	0.2186	0.5006	0.8799	0.7311	0.8797	0.7032	0.2081	0.07639	0	0.1099	0.07639	0.125	0.0547	0.006944	0.3264	0.0344	0	0.09028	0.1466	0	0.006944
0	90	13.19	0.3945	0.007173	0.2396	0.7604	0.7706	0.2862	0.005724	0.3222	0.6778	0.6364	0.1371	0.2979	0.126	0.3224	0.2204	0.4963	0.2176	0.5179	0.873	0.71	0.8769	0.6944	0.2089	0.125	0	0.1106	0.08333	0.1458	0.05463	0.01389	0.3611	0.03427	0	0.1319	0.1471	0	0.006944
0	91	13.13	0.402	0.007308	0.239	0.761	0.7712	0.2841	0.005683	0.324	0.676	0.6337	0.1495	0.2773	0.122	0.3266	0.2408	0.4773	0.211	0.5419	0.865	0.7263	0.882	0.689	0.2081	0.08333	0	0.1111	0.08333	0.1458	0.05433	0	0.375	0.03448	0	0.125	0.1461	0	0.006944
0	92	13.47	0.3658	0.006651	0.225	0.775	0.7874	0.2722	0.005444	0.3288	0.6712	0.64	0.1217	0.2965	0.132	0.2864	0.1877	0.4946	0.2222	0.4559	0.8904	0.7133	0.8754	0.7293	0.2073	0.05556	0	0.1104	0.07639	0.1528	0.05372	0.006944	0.3889	0.03428	0	0.1181	0.1455	0	0.01389
0	93	13.17	0.3978	0.007233	0.2346	0.7654	0.7724	0.2887	0.005774	0.3278	0.6722	0.6319	0.1302	0.2671	0.136	0.2997	0.2117	0.4596	0.2343	0.5035	0.8832	0.7338	0.8692	0.7078	0.2059	0.05556	0	0.111	0.09028	0.1319	0.05429	0	0.3264	0.03464	0	0.1042	0.1458	0	0.006944
0	94	12.65	0.3791	0.006893	0.226	0.774	0.7842	0.2711	0.005422	0.3061	0.6939	0.6461	0.1276	0.2715	0.096	0.3342	0.2014	0.4677	0.1687	0.5508	0.8842	0.735	0.9058	0.6843	0.2076	0.06944	0	0.1102	0.06944	0.125	0.05372	0.006944	0.3403	0.03454	0	0.09722	0.1466	0	0.006944
0	95	13.18	0.351	0.006382	0.2152	0.7848	0.7972	0.2775	0.005551	0.3101	0.6899	0.6432	0.1102	0.2787	0.098	0.3103	0.1711	0.4639	0.1685	0.4949	0.9014	0.7316	0.9049	0.711	0.2087	0.09722	0	0.111	0.0625	0.125	0.05537	0.006944	0.3542	0.03445	0	0.09722	0.1476	0	0.01389
0	96	13.02	0.3634	0.006607	0.2249	0.7751	0.794	0.2627	0.005254	0.2965	0.7035	0.6455	0.1326	0.2914	0.104	0.323	0.2138	0.4714	0.1761	0.5115	0.8817	0.7289	0.9007	0.7095	0.2083	0.1181	0	0.1113	0.06944	0.1528	0.05417	0.006944	0.3333	0.0346	0	0.07639	0.1471	0	0.01389
0	97	13.12	0.4322	0.007859	0.2566	0.7434	0.7545	0.2833	0.005667	0.3322	0.6678	0.632	0.1537	0.2911	0.156	0.3197	0.2405	0.5058	0.2765	0.5208	0.8606	0.7151	0.8491	0.6964	0.2069	0.06944	0	0.1117	0.0625	0.1319	0.05424	0.006944	0.3403	0.03456	0	0.0625	0.1463	0	0.006944
0	98	12.84	0.3919	0.007126	0.2367	0.7633	0.7758	0.2699	0.005397	0.3067	0.6933	0.65	0.1082	0.3032	0.128	0.3154	0.1642	0.5157	0.219	0.5131	0.9099	0.7015	0.8778	0.7026	0.208	0.08333	0	0.1117	0.07639	0.1389	0.05354	0.01389	0.3194	0.03479	0	0.1111	0.1453	0	0
0	99	13.05	0.3356	0.006101	0.2043	0.7957	0.8091	0.2613	0.005226	0.2923	0.7077	0.6515	0.1181	0.2717	0.112	0.2697	0.1809	0.4651	0.189	0.4366	0.8909	0.7443	0.8961	0.747	0.2097	0.07639	0	0.112	0.0625	0.1111	0.05393	0.006944	0.3472	0.03482	0	0.1042	0.1463	0	0
0	100	13.31	0.3867	0.00703	0.2313	0.7687	0.779	0.3059	0.006119	0.3382	0.6618	0.6215	0.1237	0.2685	0.142	0.2868	0.1992	0.4549	0.2511	0.4619	0.881	0.7439	0.8567	0.7356	0.2091	0.08333	0	0.1107	0.09028	0.1458	0.05396	0	0.3958	0.03471	0	0.1181	0.1469	0	0.01389
0	101	13.36	0.4229	0.00769	0.2497	0.7503	0.759	0.2734	0.005468	0.318	0.682	0.6461	0.1476	0.2984	0.134	0.3333	0.2404	0.5154	0.2359	0.5533	0.859	0.7105	0.8655	0.6849	0.2085	0.1111	0	0.1113	0.09028	0.1319	0.0537	0	0.3681	0.03458	0	0.09722	0.1465	0	0.02083
0	102	13.04	0.44	0.008	0.2639	0.7361	0.7405	0.2923	0.005845	0.3206	0.6794	0.6332	0.1502	0.3045	0.144	0.3495	0.243	0.514	0.2498	0.5704	0.8566	0.6969	0.8578	0.657	0.2079	0.08333	0	0.1126	0.08333	0.1181	0.05443	0.006944	0.3472	0.0345	0	0.09028	0.1452	0	0.006944
0	103	12.98	0.4088	0.007433	0.2418	0.7582	0.7634	0.2883	0.005766	0.3255	0.6745	0.6274	0.1269	0.2815	0.134	0.3173	0.2024	0.4852	0.2394	0.5201	0.8789	0.7223	0.8636	0.6963	0.2077	0.0625	0	0.1131	0.07639	0.1111	0.05449	0.01389	0.3681	0.03495	0	0.07639	0.1462	0	0
0	104	12.48	0.3559	0.006471	0.2124	0.7876	0.794	0.2459	0.004918	0.2828	0.7172	0.6713	0.1429	0.2306	0.12	0.2762	0.2305	0.3946	0.2059	0.4568	0.8633	0.7747	0.8799	0.7369	0.2063	0.09028	0	0.1127	0.07639	0.125	0.05395	0.006944	0.3542	0.03497	0	0.1458	0.1445	0	0.006944
0	105	13.26	0.3775	0.006864	0.2254	0.7746	0.7817	0.2702	0.005404	0.2975	0.7025	0.6466	0.119	0.2779	0.108	0.3173	0.1929	0.4714	0.1883	0.5218	0.8885	0.7273	0.8931	0.6957	0.2074	0.1042	0	0.112	0.07639	0.1319	0.05463	0.01389	0.3819	0.03483	0	0.1319	0.1473	0	0.02083
0	106	13.14	0.392	0.007127	0.2338	0.7662	0.7777	0.2795	0.00559	0.3123	0.6877	0.6375	0.1172	0.2942	0.134	0.3023	0.192	0.4977	0.2394	0.4878	0.8894	0.7195	0.8674	0.7193	0.2086	0.0625	0	0.1128	0.06944	0.1111	0.05337	0.006944	0.3403	0.03508	0	0.1181	0.145	0	0.006944
0	107	15.24	0.4129	0.007507	0.2412	0.7588	0.7613	0.2983	0.005966	0.3304	0.6696	0.6337	0.1294	0.3023	0.132	0.3182	0.2086	0.5308	0.2354	0.5327	0.8758	0.6969	0.8657	0.6898	0.2077	0.09722	0	0.1121	0.07639	0.125	0.05404	0.006944	0.3264	0.03463	0	0.1111	0.1466	0	0.01389
0	108	14.57	0.3507	0.006377	0.2177	0.7823	0.8013	0.2986	0.005972	0.3382	0.6618	0.6275	0.1375	0.2585	0.112	0.2974	0.1953	0.4471	0.1909	0.4656	0.8891	0.7469	0.8944	0.7328	0.21	0.09028	0	0.1128	0.06944	0.1111	0.05468	0.01389	0.3403	0.03489	0	0.05556	0.1476	0	0.01389
0	109	13.62	0.4225	0.007682	0.2491	0.7509	0.7557	0.2979	0.005958	0.33	0.67	0.6246	0.153	0.2658	0.14	0.3248	0.2547	0.4541	0.2467	0.5392	0.8529	0.7373	0.8633	0.6805	0.2086	0.08333	0	0.1131	0.08333	0.1319	0.0555	0	0.375	0.03437	0	0.1181	0.1472	0	0.006944
0	110	13.38	0.4083	0.007424	0.2459	0.7541	0.7675	0.2731	0.005461	0.3169	0.6831	0.6465	0.1425	0.2882	0.15	0.3053	0.2242	0.49	0.2495	0.5066	0.8694	0.7236	0.8628	0.7054	0.2103	0.09722	0	0.1124	0.07639	0.1181	0.05436	0.006944	0.3403	0.03486	0	0.1181	0.1462	0	0.006944
0	111	13.43	0.3912	0.007112	0.2343	0.7657	0.7765	0.283	0.00566	0.33	0.67	0.6409	0.1233	0.2955	0.122	0.3173	0.1988	0.5007	0.2107	0.5209	0.8843	0.7161	0.8831	0.698	0.2072	0.08333	0	0.1134	0.06944	0.1111	0.05502	0.006944	0.3125	0.03465	0	0.1319	0.1458	0	0
0	112	13.62	0.3971	0.00722	0.2412	0.7588	0.7695	0.2916	0.005832	0.308	0.692	0.6271	0.1507	0.2987	0.13	0.3207	0.24	0.5025	0.2218	0.5182	0.8581	0.7118	0.8708	0.6999	0.2093	0.08333	0	0.1137	0.07639	0.09722	0.05457	0.006944	0.3194	0.03501	0	0.1458	0.1464	0	0
0	113	13.37	0.4048	0.00736	0.2415	0.7585	0.7673	0.2846	0.005692	0.3128	0.6872	0.645	0.1438	0.2914	0.132	0.319	0.237	0.4927	0.2289	0.5249	0.8614	0.7194	0.8725	0.693	0.2097	0.1111	0	0.1134	0.07639	0.125	0.05433	0.01389	0.3333	0.03464	0	0.125	0.1453	0	0.006944
0	114	13.4	0.4394	0.00799	0.2614	0.7386	0.7463	0.2847	0.005694	0.3139	0.6861	0.6406	0.1531	0.3017	0.134	0.3571	0.2538	0.5104	0.2383	0.5839	0.8563	0.7029	0.8657	0.6588	0.2078	0.08333	0	0.1143	0.06944	0.125	0.05361	0.006944	0.3611	0.03499	0	0.125	0.1464	0	0.006944
0	115	12.96	0.3491	0.006348	0.2079	0.7921	0.8036	0.2688	0.005377	0.3082	0.6918	0.6463	0.1129	0.2527	0.114	0.2751	0.1823	0.4315	0.2046	0.4451	0.8982	0.7565	0.8873	0.7464	0.2081	0.08333	0	0.1143	0.06944	0.1111	0.05481	0	0.3403	0.03487	0	0.1319	0.1453	0	0
0	116	12.78	0.3618	0.006578	0.2108	0.7892	0.7943	0.276	0.005519	0.3166	0.6834	0.6388	0.1204	0.2593	0.102	0.2947	0.2094	0.4421	0.1824	0.4967	0.8776	0.7522	0.8979	0.7156	0.2091	0.09028	0	0.1144	0.08333	0.1111	0.05422	0.01389	0.3403	0.03507	0	0.1042	0.1465	0	0.01389
0	117	12.94	0.4146	0.007538	0.2453	0.7547	0.7639	0.2928	0.005856	0.3221	0.6779	0.6372	0.1486	0.2864	0.138	0.3197	0.2436	0.4917	0.245	0.5254	0.8577	0.7236	0.8616	0.6993	0.2095	0.1111	0	0.1142	0.06944	0.1181	0.05473	0.006944	0.3542	0.03512	0	0.1458	0.1466	0	0.006944
0	118	13.23	0.3766	0.006847	0.2236	0.7764	0.7925	0.3045	0.006089	0.3415	0.6585	0.6152	0.1245	0.282	0.12	0.298	0.2002	0.4855	0.214	0.4868	0.8864	0.7361	0.8819	0.732	0.2086	0.1042	0	0.1144	0.08333	0.1319	0.05431	0.006944	0.3333	0.03483	0	0.09722	0.1465	0	0.006944
0	119	13.81	0.4062	0.007385	0.244	0.756	0.7643	0.277	0.00554	0.3151	0.6849	0.6319	0.1372	0.2814	0.134	0.3215	0.225	0.471	0.2337	0.5216	0.8675	0.7283	0.868	0.6927	0.2083	0.08333	0	0.1144	0.07639	0.1042	0.05394	0.01389	0.3333	0.03517	0	0.1528	0.1456	0	0.006944
0	120	13.54	0.3885	0.007063	0.2346	0.7654	0.7785	0.2762	0.005523	0.3135	0.6865	0.6347	0.1385	0.2935	0.116	0.3257	0.2212	0.4962	0.2003	0.5291	0.8739	0.7171	0.8886	0.6948	0.2088	0.07639	0	0.1143	0.08333	0.09722	0.05393	0	0.3333	0.03501	0	0.1042	0.1473	0	0.006944
0	121	12.99	0.3491	0.006347	0.204	0.796	0.7995	0.2672	0.005343	0.2975	0.7025	0.6525	0.1271	0.2589	0.106	0.2766	0.2131	0.4492	0.1858	0.4677	0.878	0.7414	0.8941	0.7303	0.2081	0.1319	0	0.1146	0.07639	0.09722	0.05421	0	0.3194	0.03548	0	0.1458	0.1473	0	0.006944
0	122	13.08	0.3734	0.006789	0.2164	0.7836	0.789	0.2699	0.005399	0.3128	0.6872	0.6493	0.125	0.262	0.108	0.2987	0.2065	0.4617	0.194	0.5059	0.8825	0.74	0.8903	0.7142	0.2084	0.08333	0	0.1145	0.09722	0.09028	0.05477	0.006944	0.3403	0.03532	0	0.125	0.1469	0	0.006944
0	123	13.42	0.3921	0.007129	0.2292	0.7708	0.7748	0.2883	0.005767	0.321	0.679	0.6405	0.1439	0.2541	0.128	0.2995	0.2343	0.4447	0.2251	0.5045	0.8632	0.7465	0.8713	0.7095	0.2083	0.1111	0	0.1143	0.08333	0.09722	0.05372	0.006944	0.3611	0.03487	0	0.125	0.1461	0	0.01389
0	124	13.33	0.4023	0.007315	0.2346	0.7654	0.7745	0.2713	0.005426	0.3088	0.6912	0.6509	0.1403	0.2768	0.112	0.33	0.2323	0.4829	0.2022	0.553	0.8693	0.7298	0.8877	0.6887	0.2072	0.0625	0	0.1144	0.08333	0.09028	0.05356	0	0.3819	0.03519	0	0.1319	0.1461	0	0.006944
0	125	12.66	0.3388	0.00616	0.2051	0.7949	0.8027	0.2875	0.00575	0.3371	0.6629	0.6342	0.0991	0.2646	0.106	0.2795	0.1552	0.4457	0.1851	0.449	0.9067	0.7435	0.895	0.735	0.2085	0.0625	0	0.1144	0.07639	0.07639	0.05523	0.006944	0.3264	0.03526	0	0.09722	0.1469	0	0.01389
0	126	12.58	0.3886	0.007065	0.2232	0.7768	0.785	0.2646	0.005293	0.3024	0.6976	0.6481	0.09677	0.2816	0.13	0.285	0.1729	0.4867	0.2313	0.4898	0.9042	0.7308	0.8725	0.7285	0.2071	0.09722	0	0.1147	0.09028	0.1042	0.0542	0.006944	0.3472	0.03519	0	0.1319	0.1467	0	0.01389
0	127	55.88	0.3427	0.00623	0.195	0.805	0.8047	0.2725	0.00545	0.3128	0.6872	0.6408	0.1051	0.2411	0.092	0.2759	0.1913	0.4172	0.1631	0.4832	0.8929	0.7602	0.9077	0.7237	0.2072	0.1042	0	0.1144	0.08333	0.08333	0.05413	0.006944	0.375	0.0353	0	0.08333	0.1473	0	0.006944
0	128	45.52	0.3281	0.005965	0.1929	0.8071	0.8151	0.2597	0.005195	0.2905	0.7095	0.6553	0.1315	0.2146	0.124	0.232	0.2159	0.3735	0.2207	0.3819	0.8766	0.7915	0.8752	0.7854	0.2077	0.07639	0	0.1146	0.06944	0.07639	0.05453	0	0.3333	0.03532	0	0.1389	0.1463	0	0.006944
0	129	42.48	0.3833	0.006969	0.2205	0.7795	0.7829	0.2654	0.005307	0.3037	0.6963	0.6486	0.1174	0.2678	0.12	0.2931	0.2001	0.4691	0.2146	0.5016	0.8842	0.7367	0.8803	0.7136	0.2095	0.0625	0	0.1144	0.09028	0.08333	0.05507	0	0.3611	0.03514	0	0.1319	0.1475	0	0.006944
0	130	13.91	0.3974	0.007225	0.2374	0.7626	0.7683	0.2851	0.005701	0.315	0.685	0.6402	0.1423	0.3005	0.126	0.3189	0.2276	0.517	0.2162	0.5271	0.8642	0.7026	0.8731	0.6937	0.2079	0.07639	0	0.1147	0.09028	0.09028	0.05399	0.006944	0.3333	0.03525	0	0.1528	0.147	0	0.006944
