_H:	|Run	|Epoch	#PerTrlMSec	#FillSSE	#FillAvgSSE	#FillPctErr	#FillPctCor	#FillCosDiff	#InpSSE	#InpAvgSSE	#InpPctErr	#InpPctCor	#InpCosDiff	#UnAmbFillErr	#AmbFillErr	#CurQFillErr	#RevQFillErr	#UnAmbFillSSE	#AmbFillSSE	#CurQFillSSE	#RevQFillSSE	#UnAmbFillCosDiff	#AmbFillCosDiff	#CurQFillCosDiff	#RevQFillCosDiff	#Encode ActAvg	#Encode Hog	#Encode Dead	#EncodeD ActAvg	#EncodeD Hog	#EncodeD Dead	#Gestalt ActAvg	#Gestalt Hog	#Gestalt Dead	#GestaltD ActAvg	#GestaltD Hog	#GestaltD Dead	#Decode ActAvg	#Decode Hog	#Decode Dead
_D:	0	293	20.12	0.322	0.005855	0.1884	0.8116	0.8235	0.3111	0.006222	0.3165	0.6835	0.6359	0.1014	0.2327	0.126	0.2199	0.1652	0.4058	0.2291	0.3585	0.9063	0.7808	0.8749	0.8029	0.2063	0.0625	0	0.1225	0.01389	0	0.05378	0	0.3194	0.0371	0	0.1042	0.1499	0	0.006944
_D:	0	294	20.01	0.2931	0.00533	0.1707	0.8293	0.8373	0.3175	0.006351	0.3053	0.6947	0.6313	0.08333	0.2311	0.096	0.2225	0.1473	0.3921	0.1692	0.3767	0.9178	0.7829	0.9061	0.791	0.2059	0.06944	0	0.1212	0.006944	0	0.05502	0.006944	0.2917	0.03719	0	0.09722	0.1508	0	0
_D:	0	295	20.04	0.2997	0.005449	0.1715	0.8285	0.8382	0.2677	0.005355	0.2661	0.7339	0.6664	0.06561	0.2656	0.084	0.2403	0.111	0.4688	0.1543	0.4101	0.9417	0.7448	0.9174	0.7778	0.2056	0.0625	0	0.1215	0.006944	0	0.05432	0.006944	0.3056	0.0374	0	0.09028	0.1495	0	0
_D:	0	296	20.05	0.3362	0.006113	0.1877	0.8123	0.8202	0.3118	0.006236	0.3087	0.6913	0.6391	0.1004	0.2332	0.116	0.231	0.1732	0.4245	0.2114	0.4092	0.9081	0.7722	0.8865	0.7817	0.2051	0.04167	0	0.1225	0.01389	0	0.05444	0.006944	0.2986	0.03728	0	0.1181	0.1496	0	0
_D:	0	297	20.02	0.331	0.006018	0.1797	0.8203	0.8211	0.3396	0.006793	0.327	0.673	0.6193	0.07967	0.2148	0.112	0.2205	0.1374	0.4021	0.2123	0.3983	0.9223	0.7851	0.8857	0.7841	0.2042	0.06944	0	0.1215	0.006944	0	0.0545	0.006944	0.2917	0.03758	0	0.09722	0.1493	0	0
_D:	0	298	20.06	0.3417	0.006212	0.197	0.803	0.809	0.3077	0.006154	0.3038	0.6962	0.6359	0.07746	0.2639	0.118	0.2474	0.1295	0.4623	0.2104	0.4219	0.9266	0.7425	0.8828	0.7637	0.2062	0.05556	0	0.1217	0.01389	0	0.05471	0.006944	0.3194	0.03711	0	0.1042	0.1497	0	0
_D:	0	299	20.02	0.3278	0.005961	0.1859	0.8141	0.8187	0.2929	0.005859	0.2913	0.7087	0.6511	0.08211	0.2589	0.118	0.2247	0.1415	0.4602	0.2059	0.399	0.9226	0.7446	0.8871	0.7781	0.2056	0.0625	0	0.1227	0.01389	0	0.05444	0	0.3056	0.03701	0	0.09028	0.1505	0	0
_D:	0	300	20.02	0.2759	0.005017	0.1511	0.8489	0.8509	0.2552	0.005105	0.2763	0.7237	0.6717	0.08876	0.1938	0.074	0.2107	0.1516	0.3675	0.1366	0.3827	0.9146	0.8059	0.9291	0.7895	0.2055	0.06944	0	0.1217	0.006944	0	0.05362	0	0.3056	0.03757	0	0.09028	0.1504	0	0.006944
_D:	0	301	20.09	0.327	0.005945	0.1909	0.8091	0.8239	0.2877	0.005753	0.2985	0.7015	0.6486	0.102	0.2224	0.108	0.2481	0.1649	0.3888	0.1856	0.4241	0.912	0.79	0.8988	0.7731	0.2046	0.05556	0	0.1219	0.006944	0	0.05534	0	0.3056	0.03692	0	0.1111	0.149	0	0
_D:	0	302	20.03	0.2922	0.005313	0.1723	0.8277	0.8374	0.2643	0.005287	0.2816	0.7184	0.6638	0.07692	0.2318	0.098	0.2228	0.123	0.4008	0.1677	0.3759	0.9291	0.7795	0.9069	0.7906	0.205	0.04861	0	0.1224	0.01389	0	0.05481	0	0.2778	0.03703	0	0.08333	0.1487	0	0
_D:	0	303	20.08	0.3206	0.005829	0.1776	0.8224	0.8274	0.2844	0.005687	0.3031	0.6969	0.6569	0.06853	0.228	0.12	0.2056	0.1201	0.4145	0.2239	0.362	0.9357	0.7766	0.8793	0.8054	0.2047	0.04167	0	0.1221	0.006944	0	0.05472	0	0.3125	0.03686	0	0.09028	0.1494	0	0
_D:	0	304	19.99	0.3468	0.006306	0.1982	0.8018	0.8075	0.3138	0.006275	0.3173	0.6827	0.6363	0.1004	0.2633	0.122	0.2449	0.1668	0.471	0.2237	0.4154	0.9075	0.7385	0.8757	0.7696	0.2058	0.0625	0	0.1221	0.01389	0	0.05523	0	0.3264	0.03657	0	0.1319	0.1486	0	0
_D:	0	305	20.04	0.3251	0.005912	0.1809	0.8191	0.8259	0.2939	0.005877	0.2868	0.7132	0.6535	0.07366	0.2478	0.108	0.2273	0.1325	0.4452	0.1932	0.4096	0.9279	0.7628	0.8942	0.7837	0.2049	0.0625	0	0.122	0.006944	0	0.05476	0	0.2778	0.03803	0	0.125	0.1494	0	0
_D:	0	306	20.05	0.2731	0.004965	0.1544	0.8456	0.8543	0.2872	0.005744	0.2831	0.7169	0.6562	0.06168	0.2507	0.092	0.1949	0.1119	0.439	0.1637	0.3433	0.9387	0.7681	0.9123	0.8173	0.2044	0.07639	0	0.1219	0.006944	0	0.05544	0.006944	0.2847	0.03771	0	0.125	0.1498	0	0
_D:	0	307	19.99	0.3232	0.005877	0.1794	0.8206	0.8267	0.2664	0.005329	0.2642	0.7358	0.6751	0.07062	0.2445	0.108	0.2242	0.1262	0.4415	0.1899	0.4097	0.9329	0.7627	0.896	0.783	0.2036	0.05556	0	0.1223	0.01389	0	0.05526	0	0.3194	0.03717	0	0.1181	0.1482	0	0
_D:	0	308	20.03	0.2636	0.004794	0.1525	0.8475	0.8515	0.282	0.005639	0.2762	0.7238	0.6613	0.06526	0.235	0.092	0.1912	0.1069	0.4147	0.1625	0.3262	0.9373	0.77	0.9107	0.8134	0.2048	0.06944	0	0.1212	0.006944	0	0.05491	0.006944	0.2917	0.03771	0	0.06944	0.1505	0	0
_D:	0	309	20.02	0.3373	0.006132	0.1899	0.8101	0.8172	0.2897	0.005795	0.2876	0.7124	0.6542	0.06005	0.2713	0.112	0.241	0.09661	0.4915	0.1995	0.4275	0.9458	0.7353	0.8922	0.7678	0.2044	0.07639	0	0.1215	0.006944	0	0.05609	0.006944	0.2778	0.03757	0	0.07639	0.1509	0	0
_D:	0	310	20.1	0.3678	0.006687	0.2008	0.7992	0.8016	0.2941	0.005882	0.2809	0.7191	0.6558	0.0585	0.2584	0.14	0.2267	0.1131	0.4694	0.2625	0.4077	0.9403	0.7459	0.8573	0.7814	0.2057	0.09028	0	0.1212	0.006944	0	0.05297	0	0.3264	0.0372	0	0.1042	0.1496	0	0
_D:	0	311	20.03	0.3021	0.005492	0.1711	0.8289	0.8384	0.2864	0.005729	0.288	0.712	0.6513	0.05913	0.224	0.1	0.2185	0.09577	0.4022	0.1824	0.3782	0.9476	0.7858	0.9027	0.7973	0.2045	0.04167	0	0.122	0.01389	0	0.05494	0	0.2986	0.03721	0	0.07639	0.1497	0	0.006944
_D:	0	312	20.02	0.2519	0.004579	0.1405	0.8595	0.8654	0.2949	0.005898	0.2888	0.7112	0.6527	0.0596	0.1922	0.084	0.1769	0.1022	0.3494	0.1487	0.3195	0.9464	0.8122	0.9204	0.8294	0.2047	0.0625	0	0.1216	0	0	0.05582	0	0.3056	0.03695	0	0.1042	0.1492	0	0
_D:	0	313	20.02	0.3235	0.005882	0.1871	0.8129	0.8235	0.2986	0.005972	0.2997	0.7003	0.6488	0.08418	0.2305	0.12	0.2251	0.1434	0.4002	0.2081	0.3883	0.9236	0.7802	0.8838	0.7915	0.205	0.0625	0	0.1215	0.006944	0	0.05459	0	0.3125	0.03709	0	0.07639	0.1504	0	0.006944
_D:	0	314	20.1	0.3505	0.006374	0.1995	0.8005	0.8073	0.3061	0.006122	0.3004	0.6996	0.6452	0.06983	0.2648	0.122	0.2474	0.1242	0.464	0.2178	0.4305	0.9328	0.744	0.8817	0.7615	0.2056	0.05556	0	0.1214	0.01389	0	0.05391	0	0.3056	0.0372	0	0.08333	0.1492	0	0
_D:	0	315	20.02	0.3072	0.005586	0.1732	0.8268	0.8341	0.2885	0.00577	0.2806	0.7194	0.6543	0.08333	0.2237	0.1	0.2225	0.1315	0.413	0.1808	0.3903	0.9311	0.7748	0.9031	0.7882	0.2045	0.04861	0	0.1213	0.01389	0	0.05325	0	0.3333	0.03721	0	0.09722	0.1496	0	0.006944
_D:	0	316	20.05	0.2834	0.005153	0.161	0.839	0.8469	0.295	0.0059	0.2916	0.7084	0.6525	0.07384	0.2209	0.1	0.1975	0.1223	0.3975	0.1811	0.3412	0.9339	0.7854	0.9008	0.8175	0.2038	0.05556	0	0.1213	0.01389	0	0.05465	0	0.3333	0.03679	0	0.09722	0.1508	0	0
_D:	0	317	20.04	0.2815	0.005117	0.1658	0.8342	0.8475	0.309	0.006181	0.3092	0.6908	0.6485	0.08121	0.2086	0.102	0.2045	0.13	0.3613	0.1813	0.3368	0.9299	0.8039	0.9025	0.8165	0.2068	0.06944	0	0.1214	0.01389	0	0.0547	0	0.3403	0.037	0	0.1042	0.1506	0	0.006944
_D:	0	318	20.02	0.31	0.005637	0.1755	0.8245	0.8284	0.3039	0.006079	0.2881	0.7119	0.6475	0.08225	0.2349	0.114	0.2092	0.1437	0.4166	0.209	0.3598	0.9212	0.7686	0.8838	0.8016	0.2035	0.05556	0	0.1217	0.006944	0	0.05545	0	0.2986	0.03694	0	0.07639	0.1493	0	0.006944
_D:	0	319	20.05	0.2582	0.004695	0.1485	0.8515	0.8601	0.3041	0.006082	0.2894	0.7106	0.6479	0.0754	0.2057	0.088	0.1881	0.1245	0.3665	0.1598	0.3185	0.9293	0.8058	0.912	0.8294	0.2049	0.0625	0	0.1211	0.006944	0	0.05509	0.006944	0.2847	0.03712	0	0.1181	0.149	0	0
_D:	0	320	20.02	0.2739	0.00498	0.162	0.838	0.8473	0.3162	0.006323	0.3045	0.6955	0.6412	0.08602	0.2071	0.088	0.2154	0.1286	0.3684	0.1533	0.3583	0.9221	0.8015	0.9179	0.796	0.2055	0.05556	0	0.1212	0.006944	0	0.05354	0	0.3194	0.03726	0	0.09722	0.1504	0	0
_D:	0	321	20.02	0.2826	0.005137	0.156	0.844	0.8494	0.2885	0.005771	0.2771	0.7229	0.6596	0.05696	0.2304	0.098	0.1899	0.1044	0.416	0.1808	0.3399	0.9463	0.7762	0.9031	0.8196	0.2048	0.05556	0	0.121	0.006944	0	0.05494	0.006944	0.2708	0.03774	0	0.09028	0.1504	0	0.006944
_D:	0	322	20.14	0.4164	0.007572	0.2352	0.7648	0.7718	0.282	0.005641	0.276	0.724	0.665	0.119	0.2884	0.148	0.2861	0.2069	0.514	0.2657	0.5018	0.8876	0.7175	0.8525	0.7275	0.204	0.04861	0	0.1211	0.01389	0	0.0535	0	0.3056	0.03725	0	0.1042	0.1485	0	0
_D:	0	323	20.03	0.2908	0.005288	0.1665	0.8335	0.8445	0.3012	0.006024	0.3001	0.6999	0.6493	0.08917	0.2133	0.078	0.2366	0.1514	0.3776	0.139	0.4101	0.919	0.7983	0.9252	0.7814	0.2048	0.06944	0	0.121	0.006944	0	0.05495	0	0.3056	0.03771	0	0.1111	0.1509	0	0
_D:	0	324	20.1	0.3366	0.006119	0.192	0.808	0.8177	0.2869	0.005738	0.2854	0.7146	0.6631	0.06667	0.2621	0.132	0.2191	0.1094	0.466	0.2315	0.3841	0.9401	0.7481	0.8738	0.7929	0.2047	0.04861	0	0.1216	0.01389	0	0.05517	0	0.2917	0.03782	0	0.1042	0.1493	0	0
_D:	0	325	20.02	0.3273	0.005951	0.1846	0.8154	0.823	0.3176	0.006352	0.3053	0.6947	0.6327	0.07494	0.2457	0.114	0.2276	0.1264	0.4416	0.2036	0.4017	0.9324	0.7605	0.8879	0.7853	0.2051	0.09028	0	0.1214	0.006944	0	0.05551	0.006944	0.2847	0.03711	0	0.1042	0.1497	0	0
_D:	0	326	20.12	0.3375	0.006135	0.194	0.806	0.819	0.3149	0.006299	0.3177	0.6823	0.6404	0.06434	0.2495	0.122	0.236	0.1064	0.4381	0.2165	0.4053	0.9425	0.7653	0.8818	0.7853	0.2054	0.04861	0	0.1211	0.006944	0	0.05537	0.006944	0.3125	0.03717	0	0.07639	0.1511	0	0
_D:	0	327	20.04	0.2794	0.005081	0.1555	0.8445	0.8498	0.295	0.005899	0.3042	0.6958	0.6554	0.0567	0.2008	0.094	0.1944	0.09856	0.3634	0.171	0.3467	0.9458	0.8056	0.9074	0.8145	0.2072	0.07639	0	0.1207	0.006944	0	0.05391	0	0.3611	0.03686	0	0.08333	0.1506	0	0
_D:	0	328	20.08	0.2717	0.004941	0.1515	0.8485	0.8519	0.3106	0.006212	0.3105	0.6895	0.6431	0.06834	0.1987	0.084	0.199	0.1132	0.3654	0.1553	0.3509	0.9367	0.8024	0.9142	0.8101	0.2044	0.0625	0	0.1214	0.006944	0	0.05511	0.006944	0.2847	0.03754	0	0.07639	0.1512	0	0
_D:	0	329	20.02	0.258	0.004692	0.149	0.851	0.8615	0.3343	0.006686	0.3296	0.6704	0.6238	0.07301	0.1932	0.098	0.176	0.1188	0.3425	0.1749	0.2982	0.9374	0.8151	0.9047	0.8418	0.206	0.0625	0	0.1209	0.01389	0	0.05435	0	0.3264	0.03708	0	0.1042	0.1494	0	0
_D:	0	330	20	0.2511	0.004566	0.1423	0.8577	0.8632	0.2919	0.005839	0.2819	0.7181	0.6546	0.05492	0.1947	0.098	0.1624	0.09052	0.3498	0.1785	0.2796	0.9491	0.811	0.9047	0.8452	0.2037	0.05556	0	0.1216	0	0	0.05589	0	0.2639	0.03727	0	0.1181	0.1504	0	0.006944
_D:	0	331	20.05	0.2818	0.005123	0.1589	0.8411	0.8474	0.3058	0.006116	0.29	0.71	0.6417	0.05689	0.2294	0.108	0.1832	0.09691	0.4109	0.1949	0.3206	0.9455	0.7797	0.8932	0.828	0.2049	0.07639	0	0.1215	0.006944	0	0.05533	0	0.2778	0.03726	0	0.09028	0.1508	0	0
_D:	0	332	20.04	0.2862	0.005204	0.1599	0.8401	0.8445	0.3136	0.006272	0.2984	0.7016	0.6386	0.06967	0.23	0.09	0.2088	0.1217	0.4153	0.159	0.3764	0.9337	0.7745	0.9098	0.8004	0.2055	0.07639	0	0.1212	0.006944	0	0.05516	0	0.3194	0.03725	0	0.1042	0.1505	0	0
_D:	0	333	20.04	0.2771	0.005039	0.1648	0.8352	0.8488	0.334	0.006679	0.3117	0.6883	0.6302	0.09828	0.2349	0.094	0.2127	0.1578	0.4088	0.1723	0.3397	0.9117	0.7811	0.9071	0.8133	0.2055	0.04861	0	0.1211	0.006944	0	0.05383	0	0.3125	0.03731	0	0.08333	0.1512	0	0
_D:	0	334	20.03	0.286	0.005201	0.1694	0.8306	0.8437	0.3017	0.006034	0.2873	0.7127	0.6509	0.07576	0.2308	0.08	0.2404	0.1261	0.3915	0.1428	0.3961	0.9323	0.7847	0.9216	0.7841	0.2045	0.03472	0	0.1213	0.006944	0	0.05513	0	0.3056	0.03707	0	0.08333	0.151	0	0
_D:	0	335	20.08	0.2544	0.004625	0.1403	0.8597	0.8654	0.3337	0.006675	0.3154	0.6846	0.6306	0.07128	0.19	0.084	0.1765	0.1277	0.3463	0.1505	0.3221	0.9332	0.8157	0.916	0.835	0.2055	0.04861	0	0.1213	0.01389	0	0.05437	0	0.2778	0.0369	0	0.06944	0.1503	0	0
_D:	0	336	20.04	0.3432	0.006239	0.1856	0.8144	0.8217	0.2744	0.005488	0.2646	0.7354	0.6703	0.06034	0.278	0.116	0.227	0.1134	0.5121	0.2204	0.4123	0.9431	0.7318	0.8833	0.7886	0.2052	0.09028	0	0.1208	0.006944	0	0.05397	0.006944	0.3264	0.03734	0	0.08333	0.1516	0	0
_D:	0	337	20	0.2864	0.005208	0.1677	0.8323	0.8438	0.2919	0.005839	0.2688	0.7312	0.6648	0.07466	0.2474	0.11	0.1985	0.1264	0.424	0.196	0.3286	0.9297	0.7706	0.8923	0.8218	0.205	0.09722	0	0.1208	0.01389	0	0.05373	0	0.3194	0.03751	0	0.09028	0.1498	0	0
_D:	0	338	20.05	0.3009	0.005472	0.1675	0.8325	0.8362	0.3079	0.006159	0.2905	0.7095	0.6498	0.0839	0.2125	0.102	0.2088	0.1446	0.3878	0.1855	0.3721	0.9208	0.7894	0.8986	0.798	0.2051	0.0625	0	0.1215	0	0	0.05487	0.01389	0.3125	0.03735	0	0.1181	0.1502	0	0
_D:	0	339	20.04	0.3066	0.005575	0.1681	0.8319	0.8356	0.3355	0.006709	0.3075	0.6925	0.6298	0.08168	0.2192	0.096	0.2174	0.1526	0.3959	0.1765	0.3945	0.9199	0.7859	0.9039	0.7903	0.2055	0.06944	0	0.1208	0.006944	0	0.05438	0	0.2986	0.03708	0	0.06944	0.1506	0	0
_D:	0	340	20.07	0.3151	0.00573	0.1772	0.8228	0.8303	0.3191	0.006381	0.3056	0.6944	0.6357	0.0815	0.2362	0.112	0.2154	0.1301	0.4355	0.1989	0.3833	0.9291	0.7664	0.8917	0.7951	0.2057	0.04861	0	0.1205	0.006944	0	0.05397	0	0.3472	0.03694	0	0.09722	0.1511	0	0
_D:	0	341	20.08	0.3079	0.005597	0.1742	0.8258	0.8311	0.286	0.005719	0.278	0.722	0.6672	0.07026	0.2323	0.118	0.2015	0.1125	0.421	0.2107	0.3533	0.9389	0.7683	0.8846	0.8058	0.2056	0.05556	0	0.1209	0.006944	0	0.05452	0	0.2639	0.03721	0	0.06944	0.1485	0	0
_D:	0	342	20.02	0.2973	0.005405	0.1715	0.8285	0.8381	0.3175	0.006351	0.3001	0.6999	0.6458	0.07592	0.2338	0.106	0.2112	0.1187	0.419	0.1875	0.3613	0.9347	0.7725	0.898	0.8032	0.205	0.09028	0	0.1205	0.006944	0	0.05331	0.006944	0.3333	0.03709	0	0.09028	0.1507	0	0
_D:	0	343	20.07	0.317	0.005763	0.1814	0.8186	0.8281	0.2909	0.005818	0.2852	0.7148	0.6577	0.07634	0.2275	0.116	0.2183	0.1259	0.4036	0.2065	0.3767	0.9344	0.779	0.8864	0.7976	0.2052	0.04861	0	0.1212	0.01389	0	0.05431	0	0.3264	0.03705	0	0.1042	0.15	0	0
_D:	0	344	20.03	0.2909	0.005289	0.1627	0.8373	0.8429	0.2921	0.005842	0.2721	0.7279	0.663	0.05263	0.2403	0.1	0.201	0.09142	0.4325	0.1859	0.3505	0.9481	0.7691	0.8981	0.8127	0.2043	0.05556	0	0.1214	0.01389	0	0.0554	0	0.2917	0.03772	0	0.1181	0.1496	0	0
_D:	0	345	20.05	0.2734	0.004971	0.1526	0.8474	0.8518	0.3167	0.006334	0.2945	0.7055	0.6472	0.06133	0.1892	0.082	0.2036	0.09981	0.3463	0.1465	0.3652	0.9413	0.8156	0.9207	0.8017	0.2045	0.07639	0	0.121	0.006944	0	0.05407	0	0.2986	0.03786	0	0.1389	0.1507	0	0
_D:	0	346	20.06	0.2735	0.004973	0.1535	0.8465	0.8493	0.3275	0.00655	0.3117	0.6883	0.6383	0.07085	0.217	0.086	0.2	0.1243	0.3891	0.1574	0.3513	0.9291	0.7885	0.9139	0.8057	0.2051	0.05556	0	0.1214	0	0	0.05385	0	0.2639	0.03831	0	0.1111	0.1508	0	0.006944
_D:	0	347	20.05	0.2138	0.003887	0.1278	0.8722	0.8844	0.2912	0.005824	0.2753	0.7247	0.663	0.06469	0.2013	0.07	0.1692	0.1039	0.3442	0.1223	0.2763	0.9445	0.8126	0.9336	0.8509	0.2048	0.04167	0	0.1208	0	0	0.05439	0.006944	0.2986	0.0376	0	0.07639	0.1501	0	0
_D:	0	348	19.95	0.2657	0.004832	0.153	0.847	0.8584	0.303	0.00606	0.284	0.716	0.6549	0.07307	0.2087	0.102	0.179	0.1221	0.3683	0.1788	0.3089	0.9371	0.8013	0.9024	0.8383	0.2045	0.05556	0	0.1211	0.01389	0	0.05517	0	0.2917	0.03763	0	0.1042	0.1501	0	0
_D:	0	349	20.05	0.3327	0.006048	0.1862	0.8138	0.8195	0.2982	0.005965	0.2804	0.7196	0.6542	0.07895	0.2551	0.122	0.2203	0.1361	0.4611	0.22	0.391	0.9258	0.7502	0.8816	0.7865	0.2057	0.08333	0	0.1211	0.006944	0	0.05406	0	0.3056	0.03714	0	0.1042	0.1504	0	0
_D:	0	350	20	0.2535	0.004609	0.1465	0.8535	0.8647	0.3138	0.006275	0.2937	0.7063	0.6444	0.06517	0.1946	0.084	0.1888	0.1038	0.3459	0.1488	0.3224	0.9453	0.8148	0.9204	0.8282	0.2052	0.07639	0	0.1213	0.006944	0	0.0548	0	0.2917	0.0374	0	0.1181	0.1514	0	0
_D:	0	351	20.06	0.3295	0.00599	0.1859	0.8141	0.8268	0.3362	0.006725	0.3192	0.6808	0.6345	0.0782	0.2426	0.11	0.2348	0.1362	0.432	0.1941	0.4171	0.9273	0.7739	0.8936	0.7861	0.2048	0.0625	0	0.1212	0.006944	0	0.05405	0.006944	0.3125	0.03754	0	0.1111	0.1499	0	0
_D:	0	352	20.17	0.3513	0.006388	0.196	0.804	0.8109	0.2992	0.005983	0.2801	0.7199	0.6557	0.1043	0.2286	0.128	0.2323	0.1783	0.4166	0.2275	0.419	0.904	0.7757	0.8758	0.7767	0.2054	0.0625	0	0.1207	0.01389	0	0.05418	0	0.3194	0.03708	0	0.08333	0.15	0	0
_D:	0	353	20.06	0.2776	0.005047	0.1593	0.8407	0.8511	0.317	0.006341	0.303	0.697	0.6408	0.06494	0.2238	0.08	0.2199	0.1056	0.3981	0.1449	0.3762	0.9433	0.7866	0.9215	0.7992	0.205	0.0625	0	0.1215	0.006944	0	0.05455	0	0.3194	0.03755	0	0.09028	0.1496	0	0
_D:	0	354	20.11	0.2636	0.004793	0.1515	0.8485	0.8599	0.313	0.00626	0.2892	0.7108	0.6517	0.08632	0.1894	0.086	0.1964	0.1458	0.3346	0.1475	0.3445	0.9213	0.8235	0.9201	0.8189	0.206	0.09028	0	0.1209	0.006944	0	0.05424	0	0.3681	0.03751	0	0.07639	0.1508	0	0
_D:	0	355	20.11	0.3048	0.005541	0.174	0.826	0.837	0.3153	0.006306	0.2979	0.7021	0.641	0.09557	0.2091	0.096	0.229	0.1573	0.3755	0.1752	0.3921	0.9189	0.7965	0.9066	0.79	0.2062	0.06944	0	0.1207	0.01389	0	0.0532	0	0.2917	0.03761	0	0.08333	0.1503	0	0
_D:	0	356	20.03	0.2772	0.005041	0.155	0.845	0.8506	0.3269	0.006537	0.3021	0.6979	0.6364	0.08243	0.1972	0.082	0.2093	0.1403	0.3603	0.1485	0.3719	0.9258	0.8044	0.9195	0.8003	0.2058	0.0625	0	0.1208	0	0	0.0539	0	0.3125	0.03743	0	0.09722	0.1508	0	0
_D:	0	357	20.07	0.3199	0.005816	0.184	0.816	0.828	0.3056	0.006112	0.2905	0.7095	0.6513	0.07801	0.2409	0.11	0.232	0.1288	0.4249	0.1964	0.3967	0.9323	0.77	0.8926	0.789	0.2046	0.0625	0	0.1214	0	0	0.05483	0	0.3056	0.03742	0	0.1111	0.1507	0	0
_D:	0	358	20.1	0.3168	0.005761	0.1811	0.8189	0.8316	0.3106	0.006213	0.2838	0.7162	0.6453	0.08	0.2524	0.106	0.2304	0.1273	0.4558	0.1905	0.3966	0.9326	0.7576	0.8955	0.7935	0.2056	0.07639	0	0.121	0.01389	0	0.05527	0	0.2847	0.03673	0	0.09028	0.149	0	0
_D:	0	359	20	0.3222	0.005857	0.1823	0.8177	0.8229	0.3152	0.006303	0.2955	0.7045	0.6441	0.06897	0.2505	0.11	0.2282	0.1214	0.4433	0.198	0.3987	0.9329	0.7567	0.8911	0.781	0.2036	0.03472	0	0.1215	0.01389	0	0.05486	0.006944	0.2708	0.03711	0	0.09028	0.1512	0	0
_D:	0	360	20.05	0.2876	0.00523	0.1593	0.8407	0.8452	0.3217	0.006434	0.2907	0.7093	0.6436	0.06557	0.2333	0.084	0.2148	0.1143	0.4262	0.1574	0.3806	0.9379	0.7714	0.9144	0.7963	0.2046	0.0625	0	0.121	0.006944	0	0.05425	0	0.3333	0.03721	0	0.09028	0.1511	0	0.006944
_D:	0	361	20.04	0.2918	0.005306	0.1692	0.8308	0.8478	0.3018	0.006035	0.278	0.722	0.6591	0.07619	0.2561	0.102	0.2117	0.1205	0.4574	0.1781	0.3625	0.9379	0.7605	0.9036	0.8156	0.2045	0.04861	0	0.1213	0.006944	0	0.05411	0	0.2917	0.03813	0	0.1458	0.1504	0	0
_D:	0	362	20.13	0.3539	0.006435	0.2018	0.7982	0.8093	0.3509	0.007018	0.3214	0.6786	0.6209	0.09227	0.25	0.13	0.2417	0.1561	0.4432	0.2259	0.4267	0.9158	0.7613	0.8766	0.7722	0.2056	0.04861	0	0.1209	0	0	0.05438	0	0.2917	0.03696	0	0.06944	0.1501	0	0
_D:	0	363	20.02	0.3127	0.005685	0.1749	0.8251	0.8309	0.3141	0.006282	0.2981	0.7019	0.6462	0.09051	0.2225	0.108	0.2159	0.1589	0.4008	0.1923	0.3871	0.9122	0.7853	0.8947	0.7924	0.2048	0.04861	0	0.1204	0	0	0.05524	0	0.3056	0.03706	0	0.08333	0.1499	0	0
_D:	0	364	20.09	0.263	0.004782	0.154	0.846	0.8575	0.3053	0.006106	0.2836	0.7164	0.6508	0.06953	0.2184	0.094	0.1913	0.113	0.3798	0.1664	0.3192	0.9387	0.7944	0.909	0.8282	0.2054	0.06944	0	0.1215	0.01389	0	0.05464	0	0.2569	0.03751	0	0.09028	0.1498	0	0.006944
_D:	0	365	20.11	0.3547	0.006449	0.1987	0.8013	0.8074	0.325	0.006501	0.3006	0.6994	0.6364	0.08142	0.251	0.132	0.2329	0.1437	0.4492	0.2416	0.408	0.9204	0.7574	0.8694	0.7777	0.2062	0.09722	0	0.121	0.02083	0	0.05389	0	0.3194	0.03718	0	0.1042	0.1515	0	0
_D:	0	366	20.08	0.3053	0.00555	0.1742	0.8258	0.8351	0.3195	0.00639	0.2926	0.7074	0.6421	0.04545	0.2336	0.1	0.2245	0.07525	0.4124	0.1752	0.3934	0.9601	0.7767	0.9047	0.7883	0.2051	0.0625	0	0.1204	0.006944	0	0.05449	0	0.2917	0.03728	0	0.125	0.1524	0	0
_D:	0	367	20.04	0.2307	0.004195	0.136	0.864	0.8775	0.3022	0.006044	0.2897	0.7103	0.6538	0.05911	0.1726	0.078	0.1757	0.08584	0.3051	0.138	0.2909	0.9558	0.8368	0.9285	0.8433	0.2052	0.04861	0	0.121	0	0	0.05512	0	0.2986	0.03676	0	0.08333	0.1505	0	0
_D:	0	368	20.13	0.3171	0.005765	0.1777	0.8223	0.827	0.3234	0.006468	0.2939	0.7061	0.6491	0.07418	0.2156	0.116	0.2113	0.1187	0.3943	0.2117	0.3712	0.9343	0.7854	0.8852	0.7964	0.2043	0.04861	0	0.1212	0	0	0.05492	0.006944	0.3194	0.03708	0	0.09722	0.15	0	0
_D:	0	369	20.1	0.3012	0.005476	0.1715	0.8285	0.8379	0.3454	0.006909	0.3147	0.6853	0.6257	0.08267	0.2027	0.112	0.2036	0.1489	0.3533	0.207	0.3444	0.9179	0.8113	0.889	0.8142	0.2049	0.07639	0	0.1218	0.01389	0	0.05402	0	0.3264	0.03726	0	0.09028	0.1496	0	0
